review,sentiment
I just saw the movie on tv. I really enjoyed it. I like a good mystery. and this one had me guessing up to the end. Sean Connery did a good job. I would recomend it to a friend.,positive
"If there was a God, he would have made sure this movie stayed in the toilet were it was crapped up. This is BY FAR the worst vampire movie I have ever seen. I may never watch a vampire film again because of this movie. It makes Zombie Lake look like The Sound of Music.",negative
"This movie is so bad, it can only be compared to the all-time worst ""comedy"": Police Academy 7. No laughs throughout the movie. Do something worthwhile, anything really. Just don't waste your time on this garbage.",negative
"I couldn't stop laughing, I caught this again on late night TV. ""I suppose you think you're some kind of hero for bringing my daughter back alive"" ""No"" ""Good""<br /><br />haha.",negative
This film is harmless escapist fun. Something the recent Tomb Raider film lacked. I can't wait to get the DVD. How can people give this a low score and still go and see Titanic without a guilty conscience I do not know. Anything with Karen Kopins in her underwear has got to rate an extra point or two!,positive
"This Charles outing is decent but this is a pretty low-key performance. Marlon Brando stands out. There's a subplot with Mira Sorvino and Donald Sutherland that forgets to develop and it hurts the film a little. I'm still trying to figure out why Charlie want to change his name. Every movie with ""Charles"" has been pretty bad.",negative
"The movie starts out fine. Widower out with new girlfriend and the children.<br /><br />The movie is filled with stupid director's choices. Like ""lets separate."" ""I am coming down to...."" do what? Stupid Stupid Stupid.<br /><br />Please do not waste your time hoping that it will get better.............. Not hardly.",negative
"Aileen Gonsalves, my girlfriend, is in this film playing a secretary at the main character's bank. She has a lovely scene with Roshan Seth in a restaurant. There's more information on her website at >Having stated my personal interest in the film, I have to say that I think it is a beautiful movie - moving, funny and beautifully filmed.",positive
"This movie is one of my all time favorites. I have watched it probably 100 times (literally) and it is still funny to me. It seems that every time I watch it, I see something different. Mel Brooks is definitely the all time King of side splitting comedy.",positive
Nemesis 3 is the worst movie what I have ever seen!!! I think that Nemesis 3 was only 30 minutes long. And that movie was so boo-oo-ring. When that movie ends and I saw word: NEMESIS 4... I thought I will...NOT watch that movie never again.,negative
"The most stupid of Seagal's movies I've ever seen. The final scene is just crescendo of stupidity. My recommendation - if you really like Steeve Seagal's movies, NEVER , NEVER rent or buy this one - do not repeat my mistake and keep a good impression of him, which I've lost",negative
"Other than some neat special effects, this movie has nothing to offer. They threw in some gore and some nudity to try and make it interesting, but with no success. Kevin Bacon's acting was pretty good, but he couldn't salvage the movies lack of plot.",negative
Liked Stanley & Iris very much. Acting was very good. Story had a unique and interesting arrangement. The absence of violence and sex was refreshing. Characters were very convincing and felt like you could understand their feelings. Very enjoyable movie.,positive
"Along with the ""Maratonci trce pocasni krug"" from the same director, one of the masterpieces of ex-Yugoslavia comedies. If you want to understand Serbian mentality, you must see this movie. And if you want to see several of ex-Yugoslav great actors at the same time, this is a opportunity.",positive
"twenty years later, this movie still remains as entertaining as when you first watched it. In a movie market overrun by toilet humor, graphic violence and foul language, it's refreshing to be fully entertained for two hours by such a clean movie.",positive
How can you resist watching a film with some swing? It's a delightful little film full of wonderful actors and a wonderful story line. Too bad they don't tour out here...I'd go see them. See it if for no other reason than to hear some good music.,positive
'Steamboat Willie' is the first cartoon with sound. Mickey Mouse is working on a steamboat. On board he is making music with all kind of tools. Most of those tools are farm animals. This first one with sound is one of the better and funnier ones. It has some very clever moments. A short classic.,positive
"I saw this movie yesterday. I must admit - I love it! It's like early Tarantino, but better. Really a must, but... don't show this movie to anyone younger than 18. It's full of blood and sex (rape scene is great :) ). Now I'm just waiting for other movies of this director and a DVD release.",positive
"A charming little film set in the UK about the reunion of a WWII all girl (almost) swing band. A fine cast of oldsters bring lighthearted perspectives on life to this fun tale with an award winning performance by Dench and Laine's always great ""pipes"". Time well spent and a fun watch for all.",positive
"Words can hardly describe what Blue Planet brought to life in all of its hours of runtime. Matching up with Walking With Dinosaurs, this documentary stands as one of the best. We can only pray that the BBC and Discovery Channel come up with even more outstanding ideas that could possibly even level with this one.",positive
"Ignoring Rocky 3, this is easily Hulk Hogan's best film, and it still rates as one of the worst films ever. Hulk Hogan essentially plays Hulk Hogan, bringing his wrestling buddies in for a film, with all the cliches to go along with it - the crooked promoter, the unstoppable monster, the injured kid, the sexy woman and... ""dookie"".",negative
"THis movie shows us once again, how genius the Japanese directors are and were. This movie could be seen as a sort of a ""Silent - Movie Tetsuo"". Well Eisenstein...:)",positive
"this could have been good,but sadly,its too inplausible,anthony sabato jr has a grudge...PLEASE!I wanted to like it,love shark movies ,someone should have asked my opinion before they wrote this.ha!ha! the shark is cool but the story lacks...alot!",negative
"This was one of the worst movies i have ever seen. The plot is awful, and the acting is worse. The jokes that are attempted absolutley suck. Don't bother to waste your time on a dumb movie such as this. And if for some reason that you do want to see this movie, don't watch it with your parents.",negative
"I love all his work but this looks like nothing.. sorry.. This looks more like a ""David Lynch copycat"". I think people like it only because ""it's from David Lynch"".",negative
"John has made two One man shows. Spic O Rama and Freaks, and neither one has shown up on DVD... John!!! Why do you this to me john?? Put it on DvD John, so the people can see,they need to see John!! :D... Just in case anyones keeping a watchful aye!!",positive
The daytime TV of films. Seldom have I felt so little attachment to characters. Seldom have I been made to cringe by such dire dialogue. Nauseous London thirty-somethings mincing round lurid BBC sets spouting platitudinous mulch. Avoid this film as if it were your grandmother's clunge.,negative
"pretty disappointing. i was expecting more of a horror/thriller -- but this seemed to be more of an episode of dawson's creek but with out the acting. there were some very impressive shots, though -- almost worth seeing. maybe future efforts will improve.",negative
"Devil Dog sets your heart racing. It's brilliantly paced, the ending comes like a bolt out of the blue and plunges itself into the very centre of your being. You'll never look at your dog the same way again. In fact you'll start thinking of having it put down - BY A PRIEST! FANTASTIC!",negative
"while watching this piece of crap! The Day after, I saw a 1min Trailer - that one minute included all, ALL what was at least not boring to watch...<br /><br />so don't waste money or time on this one, get the original, it's much better though the effects might not be up to date...",negative
"This is, without a doubt, the most hilarious movie I've ever seen. Seriously, if the makers of this movie are ever discovered, they'll put guys like Jim Carrey out of a job. Rent ""Jack-O"" tonight! Believe me, you won't regret it!",negative
"...an incomprehensible script (when it shouldn't have been) dependent on a rather flaky voice-over.<br /><br />The animation, however, show real talent.<br /><br />Quite visually impressive.",negative
i really wanted this to be good as i am from Liverpool where it is set but it truly awful. the acting from everyone involved is cringeworthy the script is terrible absolutly terrible. terrible,negative
"The first time I saw this film, I was in shock for days afterwards. Its painstaking and absorbing treatment of the subject holds the attention, helped by good acting and some really intriguing music. The ending, quite simply, had me gasping. First rate!",positive
"This is no doubt one of the worst movies i have seen in a long time. I was expecting alot more from the actors. It started alright, then things go from idiotic to absolutely ridiculous. Definitely not worth renting except if its a free rental.",negative
"The Andrew Davies adaptation of the Sarah Waters' novel was excellent. The characters of Nan and and Kitty were superbly portrayed by Rachael Stirling and Kelley Hawes respectively. The whole series was a total joy to watch. It caught the imagination of everyone across the board, whether straight or gay. I wish there could be a sequel!",positive
"Its not Braveheart( thankfully),but it is fine entertainment with engaging characters and good acting all around. I enjoyed this film when it was released and upon viewing it again last week,find it has held up well over time. Not a classic film,but a very fine and watchable movie to enjoy as great entertainment.",positive
"<br /><br />I would highly recommend seeing this movie. After viewing it, you will be able to walk out of every other bad movie EVER saying ""at least it wasn't The Omega Code.""<br /><br />Forget my money, I want my TIME back!",negative
"i'm not sure if it is available worldwide - but if anyone who's deciding what is supposed to be put on videotapes and distributed in video clubs - is reading this - please , please buy it! (if I wasn't clear: GET THE MOVIE INTO VIDEOSTORES!)<br /><br />can't be explained - must see!",positive
"Did anybody succeed in getting in this movie?<br /><br />It's a total mess to me: a vague historical/sentimental context instead of a plot, a pretentious imagery as mise en scene and it lasts two hours!<br /><br />Shame on those who wasted money here.",negative
"<br /><br />Dull Demi, going thru the motions. Ditto Prochnow. Ominous portents that elicit yawns. Michael Biehn trying to be dynamic, which ain't his shtick.<br /><br />To quote Buffy Summers, ""If the apocalypse comes...beep me.""<br /><br />Going back to sleep now.",negative
"I have seen all the film interpretations of Hamlet, from Sir Lawrence Olivier to Mel Gibson (gasp). Derek Jacobi captures the true essence of the character, from the beginning to the brutal climax. Superb acting all around. This one should not be missed.",positive
"An unbelievable plot, laughable characters, and obvious errors (in one scene where several grass huts are supposed to be burning, a gas torch can be seen repeatedly trying to ignite one of the huts), this film is a real dog.",negative
We've all seen this story a hundred times. You can see each plot turn coming a mile away. The relationship between the mother and daughter is way too sweet and understanding to pass for realistic. Janet Mcteer's performance is stock southern hot- ticket mother in vintage clothes. Should have been made for the Lifetime Channel.,negative
"Well another shootem up. Typical run around film with guns, revenge, and violence. Not much of a story. In fact I forgot most of what this film is about. Don't rent this one. I think the exercise infomertial would be more entertaining during late night.",negative
"In my opinion, the movie was laughable--bad dialogue. Whoever wrote the script--please keep your day job. It's definitely NO Godfather or Goodfellas. It's good to be on the otherside of the table--poor choice of words. Some of the characters were clowns. But what do you expect from a low budget movie with no name actors.",negative
Hulk Hogan and Zeus are horrible wrestlers and horrible actors. Hogan for some reason was popular enough to get a movie deal I'll never know why. If not for vince Mcmahon's money this stupid film would have never been made. Maybe someday someone will make a good movie about pro wrestling. No Holds Barred is not that movie.,negative
"My wife and I saw every episode in this series and loved it. However, the series was cut short without a final episode by the producers of the show. It ended with a typical end-the-season cliff hanger leaving it's fans feeling cheated. A waste of great writing and acting.",negative
"Hartley on low-key form: Martin Donovan, born to play Jesus, comes as Messiah to millenial Manhatten; P.J. Harvey is excellent as sidekick Magdelena. A slight film, but drily amusing, short and sweet.",positive
This is quite possibly the worst sequel ever made. The script is unfunny and the acting stinks. The exact opposite of the original.,negative
"This movie was lame, lame, lame. What a build up! What a let down. All form, no substance. A terrible waste of talent and time. Would not recommend it to my husband's dog, who will watch anything.",negative
"The Book of Life was rather like a short snack, whetting the appetite for Hartley's next full length movie.<br /><br />This movie doesn't need to be seen on the big screen, watch it with a few friends who are Hal Hartley or Wayne Wang fans, or better still, try to convert some newbies.",positive
Kept my attention from start to finish. Great performances added to this tremendous film. Mr. Pacino once again gives us another brilliant character to enjoy.,positive
"The one thing I really can't seem to forget about this movie, is its beginning: classic comedy, brilliantly crafted. I love it. See it for yourself (no spoilers here! :-). The sparring between DeVito and Crystal also glows in this movie, with DeVito as the perfect oppressed son. One of my favourites. Highly recommended for fans of Crystal.",positive
"Ugh. This is a terrible film, full of disastrous comic relief, no scares, and scary leaps in story and plotline. The only creepy thing here is the leading lady's hats. Lugosi was on his downhill slide and it shows. I give this a 1, and this ain't no fun.",negative
"This movie sucked. From beginning to end it was predictable. There was absolutly no chemistry between Pearce and the Mumba chick. The plot went nowhere, floating off into oblivion. All of these led to the movie being very hilarious in its stupidity. And I wanted to strangle Orlando Jones, the guy just needs to go away.",negative
"Funny, yes. A Freleng classic! To watch Sylvester turn green is always a treat, and it brings us back to the days when cartoon slapstick was brave and geared for the adult mind.<br /><br />Loved it!",positive
This movie is brilliant. The comments made before is from someone who obviously doesn't get it. The movie is campy- yes! But it is uplifting and fun. This movie is an underground hit and brings comparisons to Absolutely Fabulous. It is a must see!,positive
"The banner says it all, this is one really bad movie, which is sad because I normally like Sheffer, and I have been impressed with Andrea Roth in other roles. This, however, is terrible. I wont waste any more time...its just that bad.",negative
"This is the best movie I`ve ever seen !!! Thomas Beckett & Richard Miller -two mankinds who want to survive in the ""jungle"" of violence and madnes, one shot - one killed !!? You must kill, if you getting doubt about something, YOU MUST SURVIVE !!<br /><br />P.P.- I appologise of my bad / worst/ English !!!",positive
"If you love The Thin Man series, you will love this movie. Powell's character of Vance is very similar to his character of Nick Charles. There are even dogs. . .<br /><br />The chemistry between Powell and Astor may not be as fabulous as Powell and Loy, but it isn't half bad.",positive
"This movie is just a lot of fun. I've seen it a couple of times, but it always has something funny that I remember. The ""duckies and bunnies"" car scene is one of my favorites, and I still quote Morone's versions of certain words!<br /><br />There are so many running jokes, that it's amazing. But I love Michael Keaton anyhow!",positive
"This film is truly execrable in all departments. Script, acting, plot, direction and editing are all uniformly awful. I give it 1 out of 10 simply because people turned up to make it. I would have given it 2 out of 10 if they had all stayed at home instead. Avoid at all costs!",negative
"This movie was messed up. A sequel to ""John Carpenter's Vampires"", this didn't add up right. I'm not sure that I enjoyed this much. It was a little strange. Stick to the first ""Vampires"", it's a good movie. ""Vampires: Los Muetos"" wasn't a good attempt of a sequel.<br /><br />4/10",negative
"This film very succeed in the Film festival in Karlovy Vary, Czech rep. Logically. It' s based on a very good book, excellent actors, good camera, the best director and ICELANDIC. It was probably the most black comedy I've seen.<br /><br />I really DO recommend it to you.",positive
"This movie was a pleasant surprise for me. In all honesty, the previews looked horrible, up until the point where Emma Thompson and Alan Rickman appeared. So I rented it with reservation, but I thoroughly enjoyed this movie. It had great acting, a few good plot twists, and, of course, Emma Thompson and Alan Rickman. It's definitely worth checking out.",positive
"The acting is some of the worst I've ever seen, the characters are totally unconvincing. This could be overlooked to some extent if the plot was interesting, which the plot to ""The Prodigy"" was not. It's sort of a bad mix between ""Fresh"" and ""Animal House"", except that both of those movies were good.",negative
"I've always enjoyed seeing Chuck Norris in film. Although the acting may not be superb, the fight scenes are fantastic. I also enjoyed seeing Judson Mills perform along side him. In my opinion, the Norris Brothers have proven themselves to be fine entertainers and this was yet another fine production! I hope you take the time to view this movie!",positive
"I just saw ""Eagle´s wing"". I do not really know why this movie was made. What is the message of this story? Nevertheless I liked it. There are some exciting scenes in it. I appreciate a strong performance by Martin Sheen. Harvey Keitel is less convincing.",positive
"And look how a true story, ""... with a little help of it's friends..."" : a welldone and touching script, a good directing and a surprising great acting from a bunch of ""no-name"" actors, especially from the 4-yr-old Jodelle Ferland, becomes a must seen movie. 9/10",positive
"A wonder. My favorite film. The most important film about relationships ever made. Brilliant writing. Magnificent directing. Image systems and symbolism that leave you thinking about it all days, weeks, years later. Wow. A truly great work of art.",positive
"This is a film exploring the female sexuality in a way not so often used. Almost every other film with this kind of sexual scenes always becomes rated X, and so seen as a pornographic movie. Here is a kind of romantic horror story combined with the females ""own satisfaction"" need.<br /><br />A very good film!",positive
"Low budget horror about an evil force. Hard to believe in this day and age, but way back when this stuff actually used to get theatrical release! These days this sort of thing would either go direct-to-video or straight to cable. Shouldn't be too hard to avoid this one; who's ever heard of it?",negative
"I thought I was going to watch another Friday The 13th or a Halloween rip off, But I was surprised, It's about 3 psycho kids who kill, There's not too many movies like that, I can think of Mikey, Children Of The Corn and a few others, It's not the greatest horror movie but it's a least worth a rent.",positive
this is really films outside (not in a motel room). With real costumes (not only strings and swimsuits). You have to see this movie. it's the only porn movie I know that is worth watching between the sex scenes.<br /><br />Bon Cinema<br /><br />Laurent,positive
"Excellent film dealing with the life of an old man as he looks back over the years. Starting around 1910, he reminisces about his boy and young adulthood; his family, friends, romances, etc. Very nostalgic piece with a bittersweet finale....""all things in life come together as one, and a river runs through it. And that river haunts me."" Worth seeing.",positive
"Serious HOME ALONE/KARATE KID knock off with enough bad character stereotypes to have the writer sued and then shot. You could see blatant stunt man usage in almost every scene. Oh, and the acting sucks too. Although I must say that the line: ""Sorry, dude, I have to take a major dump big time"" made me laugh my ass off.",negative
Anyone who gives this movie less than 8 needs to step outside & puff a couple. Great story.<br /><br />Reality is for people who can't handle drugs.,positive
"Pauline Kael gave this movie a good review but it is terrible. It is very outdated , the humour is silly and the music is forgetable.In fact it is so silly it is almost embarrassing. It might have been some fun in 1938 but I can not imagine anyone enjoying it in 2003.",negative
Most definitely the worst Columbo ever dreamt up. No murder and the abandonment of the tried and tested formula makes this a real drag. Falk looks bored throughout and so will you be if you waste anytime watching this.,negative
"I usually like period films but this one just seemed to drag and drag. I'd perk up during Rupert Graves' scenes, but Vanessa Redgrave just put me to sleep.<br /><br />I was disappointed in the film. It lacked a little ""punch"" at the end that I'd hoped it would have.",negative
"In this Dream-Come-True, I found myself loving what was going on. It's a good movie, and should not be passed off as a corny fantasy movie. It's too smart for that. It's definitely a feel good movie, but with a nice message to leave you with. 7/10, B, **1/2 out of ****",positive
"As a study of the frailties of human nature in the context of old age, this film is without parallel. It is, quite simply, brilliant. Full marks to everyone - from the scriptwriter to all involved in the finished product. You can only marvel at the perceptions inherent in the characterisation of the two ageing performers.",positive
"a hilariously funny movie! of course u gotta have a sense of humour to be able to appreciate it. the music is excellent, reminded me of 50-60's hindi music which is a rarity nowadays... worth the $$$! go check it out :)",positive
"This trio of 30-minute short films on gay-related themes are all quite respectably executed. Each coming-of-age story is played out with pleasant charm and naturalness. This film deserves to be widely distributed and easily obtainable. However, it isn't. I had to order my video copy; none of the local video stores or even the libraries had it in stock.",positive
"This is the definitive movie version of Hamlet. Branagh cuts nothing, but there are no wasted moments.",positive
"Quality entertainment all around. The spectacle of Kermit on his bicycle is one thats as memorable as ANY in cinema history. There's just not a bad thing to be said. Tons of muppets, great cameos, slapstick, puns, whatever you want, its here. The lovers, the dreamers, and me INDEED.",positive
This is a rotten movie.The cast seem to know just how bad it was.it starts badly and by the end is truly bad.the acting is woeful.the script could of been written on the spot.and although the movie is a horror film it has no scary scenes.Crap 1 out of 10,negative
I absolutely loved this movie. It met all expectations and went beyond that. I loved the humor and the way the movie wasn't just randomly silly. It also had a message. Jim Carrey makes me happy. :),positive
"In Theodore Rex poor Whoopi Goldberg is set up as a tough police cop who gets to work with a pathetic dinosaur on a case. The movie tries to be funny, and tries to make a story about abductions and more but it never works. The movie is far from funny, and the story is ridiculous. I voted 1/10",negative
"They just don't make cartoons like they used to. This one had wit, great characters, and the greatest ensemble of voice over artists ever assembled for a daytime cartoon show. This still remains as one of the highest rated daytime cartoon shows, and one of the most honored, winning several Emmy Awards.",positive
My favorite movie. What a great story this really was. I'd just like to be able to buy a copy of it but this does not seem possible.,positive
"Comment this movie is impossible. Is terrible, very improbable, bad interpretation e direction. Not look!!!!!",negative
"I knew this would be one of the worst movies I could have imagined...but in just 20 short minutes it actually exceeded my low expections by being possibly THE worst movie I have ever seen.<br /><br />I have already wasted too much time typing about it...trust me, it sucks.",negative
This is the second and best in the Hunting Trilogy! What makes it the best is the clever dialogue!<br /><br />Bugs: Do you want to shoot me now or wait till you get home?<br /><br />It was kind of funny how they kept that going through out the short!,positive
"Brilliant kung-fu scenes, loads of melodrama, peculiar footwear symbolism and an unhappy (?) end makes Barefoot Kid an unforgettable film.<br /><br />One of the silliest subtitles I've seen...",positive
"So many films are now in a Genre described as ""Comedy/Thriller"", as was this one. A fine cast, interesting premise, but what an unpleasant film to watch. Into Hemp films? Then either ""Saving Grace"" or ""Lock, Stock..."" are far more enjoyable films. Rating: Just 2 out of 10 Roach Clips",negative
"Down To Earth is the best movie!!! It is SO funny, and it's really sweet too. It has a good plot and it's unique. It isn't like those movies that are all the same with the similar story lines, and it's not all comedy and no story. This movie also has a very good ending.",positive
"Sorry, I just didn't find the subject matter as compelling as the filmmaker did. The robot guy and the mole rat guy were pretty interesting, although Morris didn't really tell us much about them. The other two subjects were a bore. And the supposed ""connections"" between them didn't hold up.",negative
"Not a film of entertainment, but of real lives & limited ambition for the working class in 60's. Enjoyable because of my upbringing, not sure it'd work for most people. Typical Loach. Full of TV actors/actresses of 70's/80's/90's.",positive
"This is a true ""feel-good"" movie, full of genuine sweetness and admirable people. Although the premise requires a significant suspension of disbelief, it is worth the trouble to do so. The director, writers, and actors truly convey what it feels like to be in love.",positive
Hobgoblins is a very cheap and badly done Gremlins rip-off. That's the best thing one can say about this stinkpile. Pretty much everyone in the cast was chosen for their looks and not their acting ability. It was very painful to watch.<br /><br />Avoid this one at all costs.,negative
I bought this while I was playing chess in Hastings. I am from Denmark though. It is very good. Definitely with an understanding of the horror genre. The monster towards the end is very scary. People who criticise this on IMDB should recall that it was a huge succes among serious horror critics.<br /><br />,positive
"Out to Sea was a great movie. I expected comedy and from about 10 minutes into the film to the end, there was comedy, and laughing points. Jack and Walter are great together, and the addition of Rue McClanahan made it a wonderful movie, that should be seen over and over again.",positive
This is a superb game for the N64 with superb graphics and a great one-player story-line and even better multi-player game best played with 4 people.<br /><br />The many levels and options for weapons mean that this is one of the best games around for years.,positive
"I enjoyed this movie. Unlike like some of the pumped up, steroid trash that is passed off as action movies, Playing God is simple and realistic, with characters that are believable, action that is not over the top and enough twists and turns to keep you interested until the end.<br /><br />Well directed, well acted and a good story.",positive
"I'd never heard of this movie, but boy was I surprised when I caught it on TV. Great cast, great acting. Excellent movie! How can a movie with William H Macy, Neve Campbell and Donald Sutherland go wrong? I wonder why I never heard of it before.",positive
"Worst movie, (with the best reviews given it) I've ever seen. Over the top dialog, acting, and direction. more slasher flick than thriller.With all the great reviews this movie got I'm appalled that it turned out so silly. shame on you martin scorsese",negative
It is one of the best of Stephen Chow. I give it a nine out of ten.<br /><br />I was surprised to see that Shaolin Soccer was rated on top of all singsing's movies. Unbelievable.,positive
"I could only get through about 25 mins of it. Not one laugh in the 25 minutes I gave it, one of the most painful films I've ever had to endure. Chris Kattan is so nervous on screen that it made me nervous to watch him. Just a horrible movie.",negative
"The story has little to do with Jack London's original novel. I thought the acting was very unnatural, the dubbing was done very sloppily and the story itself contains a fairly large number of inconsistencies and loose ends. Apart from that, the pace of the movie was horrendously slow at some parts.",negative
"This has been one of the best vampire movies that I have seen in a long time. It was very seductive and alluring, I liked that it did not have the usual gore and carnage that comes along with most vampire movies. The music was excellent. It would be great if there was a sequel.",positive
"The whole movie seemed to suffer from poor editing - every scene seemed to take forever to unfold and when they did, I felt like I had waited a long time for very little to happen. I guess I missed the whole point of the movie - either that or there wasn't one.",negative
"the 25th hour was a movie i just chanced upon.tuning in late at night, this movie kept my fascination throughout the entire film.tony quin is this poor unsuspecting guy who just wanted to fall in love with a woman,and by simple jealousy , goes on this incredible journey--terrific movie,and a hidden treasure.",positive
"This is one of the funniest movies that I have seen this year. The people that made it must be so incredibly whacked and twisted. It is a beautiful thing. There were a lot of quality one-liners. This movie blew Uncle Sam out of the water (it was made by tha same people, i think)",positive
Certainly any others I have seen pale in comparison. The series gives balanced coverage to all theatres of operation. No one country is given undue credit for the Allied victory. Laurence Olivier brings great weight and dignity to his role as narrator.,positive
"This was the funniest piece of film/tape I have ever witnessed, bar none. I laughed myself sick the first three times I watched it. I recommend it to everyone, with the warning that if they can't handle the f-sharps to stay FAR away. At his best when telling stories from a kids point of view.",positive
"This one was a surprise and better than most films I've seen recently. Highly enjoyable from start to finish, this is a film that will surely satisfy 99,9% of movie fans worldwide. Great acting from everyone, great script, great story and fantastic plot and twists. Try not to miss it!",positive
"Personally, I think Sayonara was the greatest movie he ever made. It touched every emotion from anger to romance to complete tragedy. And Brando should have won for best actor. Anyway, the movie is awesome, the man is attractive to BOTH MEN AND WOMEN and now you have no reason not to see it! Do so, and fall in love.",positive
"... because while I thoroughly enjoyed this film, it seems from other user comments that I'm in the minority. Maybe not one for the philosopher (eek), there are some wonderful scenes here (- particularly the techno), and the great life adventure story originally portrayed. Go see for yourself!",positive
"Just the ultimate masterpiece in my opinion. Every line, every phrase, every picture is exactly in place and Lindsay Crouse and Joe Mantegna are just THE cool shrink and the sleazy con-man, so well cast. 10 out of 10!",positive
"Ice-T stars as Mason a homeless African-American who finds himself hunted by wealthy hunters (Rutger Hauer,Gary Busey,Charles S. Dutton, F.Murray Abraham,William McNamara and John C. McGinley) however Mason proves to be much harder prey then the usual targets in this ridiculous and slow paced actioner which takes too long setting up actionscenes and then totally botching them.",negative
"It's a good movie if you plan to watch lots of landscapes and animals, like an animal documentary. And making Pierce Brosnan an indian make you wonder 'Does all those people don't recognize if someone isn't indian at plain sight?'",negative
"This is a great film!! The first time I saw it I thought it was absorbing from start to finish and I still do now. I may not have seen the play, but even if I had it wouldn't stop me thinking that the film is just as good.",positive
This sequel to Problem Child is just as bad as the first one. It still teaches kids that it's O.K. to be bad. It's impossible for me to recommend this movie to anyone.,negative
"I can't believe this movie has an average rating of 7.0! It is a fiendishly bad movie, and I saw it when it was fairly new, and I was in the age group that is supposed to like it!",negative
"Richard Farnsworth is one of my favorite actors. He usually gives solid performances, such as in The Straight Story, and The Grey Fox. He also does fairly well here, but the rest of the film suffers from a low budget, poor writing, and so-so photography. The Miller-Movie formula gives it a 4. Richard gets a 5.",negative
"There's nothing wrong with a popcorn movie to keep you off the streets. It's just that some are better than others. This is very poor. The acting is awful, the script dire; and the special effects overrated.<br /><br />Why does Hollywood treat it's audience with such contempt? And why have they made a sequel?",negative
"This movie is one of the best and moving I have ever seen, because of the terrible good performance of the main actress Jennifer Rubin as Jamie Harris, who really makes you feel with her. Also the music by Mark Snow is wonderful.",positive
"before watching this movie my thoughts were like ""another israeli typical movie"" but i was suprised to watch i great israeli drama. the plot is really good and the actors act great. one of the best isreali movies i saw... so at the bottomline i really recommend this movie. :)",positive
"Eddie Izzard is a one-in-a-million comic genius. He goes from squirrels to WWII to Stonehenge to religion to Englebert Humperdink and it's absolutely hilarious and it all makes sense! Get a copy of this now, you won't regret it! I give this an 11 out of 10.",positive
"Mere thoughts of ""Going Overboard"" (aka ""Babes Ahoy"") make me want to weep. Throwing yourself out a window would be better than watching this movie. It's not even a supposed ""so bad it's good"" movie. I would spend money to buy copies of this movie and burn them so that people can't see it. Oh the pain, the pain...",negative
"amazing movie. Some of the script writing could have been better (some cliched language). Joyce's ""The Dead"" is alluded to throughout the movie. Beautiful scenery and great acting. Very poetic. Highly recommend.",positive
This is one of the best romantic movies I have ever seen. Especially girls who can identify with Nicole will love it(not only because of the handsome Dalton James) I also liked the music very much. A highlight was land of the sea and sun from baha-man. So watch the movie and enjoy it,positive
A movie best summed up by the scene where a victim simulates disembowelment by pulling some poor animal's intestines out from under her T-shirt. Too terrible for words.,negative
"The biggest surprise in this movie was the performance of Daryl Hannah. Rather than playing the stereotypical ditzy blonde roles that she usually does she plays a street-smart, intelligent, world-weary character. She doesn't have a huge role but she does a great job portraying Lois Harlan as a woman tired of, although used to, covering up for her boss' indiscretions.",positive
"Brilliant movie. The drawings were just amazing. Too bad it ended before it begun. I´ve waited 21 years for a sequel, but nooooo!!!",positive
"This movie is BAD! It's basically an overdone copy of Michael Jackson's Thriller video, only worse! The special effects consist of lots of glow in the dark paint, freaky slapstick fastmoving camera shots and lots of growling. I think the dog was the best actor in the whole movie.",negative
"A film destined to be on late-night TV long after the present instant ""money-makers"" have long been forgotten. Perhaps a little too subtle for today's youngsters, but in time they'll grow into an appreciation of this movie.",positive
I have to say I quite enjoyed Soldier. Russell was very good as this trained psychopath rediscovering his humanity. Very watchable and nowhere near as bad as I'd been led to believe. Yes it has problems but provides its share of entertainment.,positive
"Gwyneth Paltrow is absolutely great in this movie, but the story is, unfortunately, half-baked, and David Schwimmer's energy is sort of like cold mush. When he closes his mouth and gets serious for a moment or two there is a rush of what-might-have-been. Who thought 25-year-old kiddies would be entertaining?",negative
"Imagine this...<br /><br />Whenever two people meet in this movie, one of them is shot. The plot just does not exist - it appears that someone shot some action sequences and then tried to put them together to make a movie out of it. If you decide to watch it, you will regret it.",negative
"I saw this movie many years ago, and just for kicks decided to rent it and watch it again. The plot is a carbon copy from Fright Night. I did like the hairy vampire and the bug eating driver. Otherwise it was not good at all.",negative
What a stinker!!! I swear this movie was written by a computer that took a whole pile of other movies and merged them all together into this platypus of film. Ouch!,negative
There are about ten minutes about half way through Strangeland when one suddenly sees the glimmer of an interesting idea. Themes of revenge and rehabilitation come into focus during Robert Englund's brief screen time. Sadly Strangeland then resumes its course as a thoroughly predictable and boring slasher film.,negative
"This is a piece of Hollywood product that should have never left a film can. Dialogue without a plausible thought, plot without a point, staging without skill, directing without direction, and acting without the worth of some backwater high school's freshman class play. The entire cast should have been arrested for over acting.<br /><br />But otherwise, okay!",negative
a mesmerizing film that certainly keeps your attention... Ben Daniels is fascinating (and courageous) to watch.,positive
It is a shame that such a great book was turned into such a terrible movie. I could not wait to see this movie after reading the book....it really did not do it justice.,negative
"This movie includes one of the best characters and dialog that Crispin Glover has ever played. Uma Thurman and Suzy Amis are also great in this movie, but Crispin makes it a great depiction of young people trying to make it in New York.",positive
